1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,23,26,28,31,34,37,42
1,4,7,10,13,16,19,23,25,28,31,34,37,42
1,5,7,10,13,16,19,23,25,28,31,34,37,42
1,4,7,10,13,16,19,23,25,28,31,34,37,42
2,6,7,10,13,16,19,23,26,28,31,34,37,42
2,6,7,10,13,16,19,23,25,28,31,34,37,42
2,6,8,10,13,16,19,23,25,28,31,34,37,42
2,6,7,10,13,16,19,23,25,28,31,34,37,42
3,4,7,10,13,16,19,23,26,28,31,34,37,42
1,5,7,10,13,16,19,23,25,28,31,34,37,42
1,4,7,10,13,16,19,23,25,28,31,34,37,42
1,5,8,10,13,16,19,22,25,28,31,34,37,42
3,5,7,10,13,16,19,22,25,28,31,34,37,42
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,5,8,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,42
1,5,8,10,13,16,19,22,25,28,31,34,37,42
3,5,7,10,13,16,19,24,26,28,31,34,37,42
1,5,8,10,13,16,19,24,25,28,31,34,37,42
1,5,7,10,13,16,19,24,25,28,31,34,37,42
1,5,7,10,13,16,19,22,25,28,31,34,37,42
1,5,8,10,13,16,19,22,25,28,31,34,37,42
1,5,9,10,13,16,19,22,25,28,31,34,37,42
1,5,9,10,13,16,19,22,25,28,31,34,37,41
1,5,9,10,13,16,19,22,25,28,31,34,37,42
1,5,9,10,13,16,19,23,25,28,31,34,37,42
2,5,9,10,13,16,19,22,25,28,31,34,37,42
1,5,9,11,13,16,19,22,25,28,31,34,37,42
2,5,9,10,13,16,19,22,25,28,31,34,37,42
1,5,8,10,13,16,19,22,25,28,31,34,37,42
1,5,7,10,13,16,19,22,25,28,31,34,37,42
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,6,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,6,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,5,7,10,13,16,19,24,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,6,7,10,13,16,19,23,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
2,4,7,10,13,16,19,22,25,28,31,34,37,40
3,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,23,26,28,31,34,37,40
1,4,7,10,13,16,19,23,25,28,31,34,37,40
1,5,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,23,25,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,23,27,28,31,34,37,40
1,4,7,10,13,16,19,23,27,28,31,34,37,40
1,4,7,10,13,16,19,23,27,28,31,34,37,40
3,4,7,10,13,16,19,23,27,29,31,34,37,40
2,4,7,10,13,16,19,23,27,28,31,34,37,40
1,5,7,10,13,16,19,23,27,28,31,34,37,40
1,4,7,10,13,16,19,23,27,28,31,34,37,40
3,6,7,10,13,16,19,23,26,28,31,34,37,40
3,6,7,10,13,16,19,23,25,28,31,34,37,40
3,6,8,10,13,16,19,23,25,28,31,34,37,40
2,6,7,10,13,16,19,23,25,28,31,34,37,40
3,4,7,10,13,16,19,23,26,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
3,5,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
2,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
2,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,5,8,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,5,9,10,13,16,19,22,25,28,31,34,37,40
1,5,9,10,13,16,19,22,25,28,31,34,37,40
2,5,9,10,13,16,19,22,25,28,31,34,37,40
1,5,9,10,13,16,19,23,25,28,31,34,37,40
3,5,9,10,13,16,19,22,25,28,31,34,37,40
1,5,9,11,13,16,19,22,25,28,31,34,37,40
1,5,9,10,13,16,19,22,25,28,31,34,37,40
1,5,8,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,23,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
1,5,7,10,13,16,19,22,25,28,31,34,37,40
1,4,7,10,13,16,19,22,25,28,31,34,37,40
3,4,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
3,5,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,41
1,4,7,10,13,16,19,24,27,28,31,34,37,42
1,4,7,10,13,16,19,24,27,29,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
1,5,7,10,13,16,19,24,27,28,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
3,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,5,7,10,13,16,19,24,25,28,31,34,37,42
3,6,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,42
3,4,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,5,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,26,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,5,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,27,28,31,34,37,41
1,4,7,10,13,16,19,24,27,28,31,34,37,41
3,4,7,10,13,16,19,24,27,29,31,34,37,41
1,4,7,10,13,16,19,24,27,28,31,34,37,41
1,5,7,10,13,16,19,24,27,28,31,34,37,41
1,4,7,10,13,16,19,24,27,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,26,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,41
3,5,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,41
3,6,7,10,13,16,19,24,25,28,31,34,37,41
1,6,7,10,13,16,19,24,25,28,31,34,37,41
3,6,7,10,13,16,19,24,26,28,31,34,37,41
3,6,7,10,13,16,19,24,25,28,31,34,37,41
3,6,8,10,13,16,19,24,25,28,31,34,37,41
3,6,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,26,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,41
3,5,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,5,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
3,4,7,10,13,16,19,24,27,29,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
1,5,7,10,13,16,19,24,27,28,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
3,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
3,5,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,26,29,31,34,37,42
1,4,7,10,13,16,19,24,26,30,31,34,37,42
3,4,7,10,13,16,19,24,26,30,31,34,37,41
1,4,7,10,13,16,19,24,26,30,31,34,37,42
1,4,7,10,13,16,19,24,26,30,32,34,37,42
1,4,7,10,13,16,19,24,26,30,31,34,37,42
3,5,7,10,13,16,19,24,26,30,31,34,37,42
1,4,7,10,13,16,19,24,26,30,31,34,37,42
1,4,7,10,13,16,19,24,26,29,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,5,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,26,29,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,5,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,27,29,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
1,5,7,10,13,16,19,24,27,28,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,5,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
3,5,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
3,5,7,10,13,16,19,24,27,29,31,34,37,42
1,5,8,10,13,16,19,24,27,28,31,34,37,42
1,5,7,10,13,16,19,24,27,28,31,34,37,42
1,5,8,10,13,16,19,24,25,28,31,34,37,42
3,5,7,10,13,16,19,24,25,28,31,34,37,42
1,5,9,10,13,16,19,24,25,28,31,34,37,42
2,5,9,10,13,16,19,24,25,28,31,34,37,41
1,5,9,10,13,16,19,24,25,28,31,34,37,42
3,5,9,10,13,16,19,24,26,28,31,34,37,42
3,5,9,10,13,16,19,24,25,28,31,34,37,42
2,5,9,11,13,16,19,24,25,28,31,34,37,42
1,5,9,10,13,16,19,24,25,28,31,34,37,42
1,5,8,10,13,16,19,24,25,28,31,34,37,42
1,5,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,27,29,31,34,37,42
1,4,7,10,13,16,19,24,27,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,26,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
1,5,7,10,13,16,19,24,25,28,31,34,37,42
1,4,7,10,13,16,19,24,25,28,31,34,37,42
3,6,7,10,13,16,19,22,25,28,31,34,37,41
3,6,7,10,13,16,19,22,25,28,31,34,37,42
3,6,7,10,13,16,19,23,25,28,31,34,37,42
3,6,7,10,13,16,19,22,25,28,31,34,37,42
3,6,8,10,13,16,19,22,25,28,31,34,37,42
2,6,7,10,13,16,19,22,25,28,31,34,37,42
1,6,9,10,13,16,19,22,25,28,31,34,37,42
1,6,9,10,13,16,19,22,25,28,31,34,37,41
1,6,9,10,13,16,19,22,25,28,31,34,37,42
1,6,9,10,13,16,19,23,25,28,31,34,37,42
3,6,9,10,13,16,19,22,25,28,31,34,37,42
1,6,9,11,13,16,19,22,25,28,31,34,37,42
1,6,9,10,13,16,19,22,25,28,31,34,37,42
3,6,7,10,13,16,19,22,25,28,31,34,37,42
3,6,7,10,13,16,19,22,25,28,31,34,37,41
3,6,7,10,13,16,19,23,25,28,31,34,37,42
3,6,8,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,41
3,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,23,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,8,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,9,10,13,16,19,22,25,28,31,34,37,41
1,6,9,10,13,16,19,22,25,28,31,34,37,41
1,6,9,10,13,16,19,23,25,28,31,34,37,41
3,6,9,10,13,16,19,22,25,28,31,34,37,41
1,6,9,11,13,16,19,22,25,28,31,34,37,41
1,6,9,10,13,16,19,22,25,28,31,34,37,41
3,6,7,10,13,16,19,22,25,28,31,34,37,41
2,6,7,10,13,16,19,22,25,28,31,34,37,41
2,6,7,10,13,16,19,23,25,28,31,34,37,41
3,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,8,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,41
3,6,7,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,23,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,42
1,6,8,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,42
2,6,9,10,13,16,19,22,25,28,31,34,37,42
1,6,9,10,13,16,19,23,25,28,31,34,37,42
2,6,9,10,13,16,19,22,25,28,31,34,37,42
1,6,9,11,13,16,19,22,25,28,31,34,37,42
1,6,9,10,13,16,19,22,25,28,31,34,37,42
3,6,7,10,13,16,19,23,27,28,31,34,37,42
1,6,7,10,13,16,19,23,27,28,31,34,37,41
1,6,7,10,13,16,19,23,27,28,31,34,37,42
3,6,7,10,13,16,19,23,27,29,31,34,37,42
3,6,7,10,13,16,19,23,27,28,31,34,37,42
1,6,8,10,13,16,19,23,27,28,31,34,37,42
1,6,7,10,13,16,19,23,27,28,31,34,37,42
1,6,9,10,13,16,19,23,26,28,31,34,37,42
2,6,9,10,13,16,19,23,25,28,31,34,37,42
3,6,9,11,13,16,19,23,25,28,31,34,37,42
1,6,9,10,13,16,19,23,25,28,31,34,37,42
3,6,7,10,13,16,19,23,26,28,31,34,37,42
3,6,7,10,13,16,19,23,25,28,31,34,37,42
3,6,8,10,13,16,19,23,25,28,31,34,37,42
2,6,7,10,13,16,19,23,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,42
2,6,7,10,13,16,19,23,25,28,31,34,37,42
3,6,7,10,13,16,19,22,25,28,31,34,37,42
1,6,8,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,42
3,6,9,10,13,16,19,22,25,28,31,34,37,42
1,6,9,11,13,16,19,22,25,28,31,34,37,42
1,6,9,10,13,16,19,22,25,28,31,34,37,42
1,6,8,11,13,16,19,22,25,28,31,34,37,42
1,6,8,11,13,16,19,22,25,28,31,34,37,42
1,6,8,11,13,16,19,22,25,28,31,34,37,42
1,6,8,12,13,16,19,22,25,28,31,34,37,42
1,6,8,12,13,16,19,22,25,28,31,34,37,41
1,6,8,12,13,16,19,22,25,28,31,34,37,42
3,6,8,12,13,16,19,23,25,28,31,34,37,42
1,6,8,12,13,16,19,22,25,28,31,34,37,42
1,6,8,12,14,16,19,22,25,28,31,34,37,42
1,6,8,12,13,16,19,22,25,28,31,34,37,42
1,6,8,11,13,16,19,22,25,28,31,34,37,42
1,6,8,10,13,16,19,22,25,28,31,34,37,42
1,6,9,11,13,16,19,22,25,28,31,34,37,42
1,6,9,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,42
2,6,7,10,13,16,19,23,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,42
1,6,8,10,13,16,19,22,25,28,31,34,37,42
1,6,7,10,13,16,19,22,25,28,31,34,37,42
3,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,23,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,5,7,10,13,16,19,22,25,28,31,34,37,41
2,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,23,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,5,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,23,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,5,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
3,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,26,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,5,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,24,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,23,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,5,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,41
3,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,23,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,6,8,10,13,16,19,22,25,28,31,34,37,41
1,6,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,23,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,5,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
1,4,7,10,13,16,19,22,25,28,31,34,37,41
